performance_id,campaign_id,date,impressions,clicks,leads,conversions,marketing_cost
MP002687,CMP008,2025-05-12,45136,1232,411,111,20688
MP002688,CMP008,2025-05-13,13484,546,173,19,8409
MP002689,CMP008,2025-05-14,7333,400,124,26,16477
MP002690,CMP008,2025-05-15,33279,1643,401,140,12463
MP002691,CMP008,2025-05-16,6405,156,24,5,22504
MP002692,CMP008,2025-05-17,44854,2450,716,246,5592
MP002693,CMP008,2025-05-18,41208,2798,472,146,17361
MP002694,CMP008,2025-05-19,13207,704,214,38,8787
MP002695,CMP008,2025-05-20,33701,915,294,76,16527
MP002696,CMP008,2025-05-21,17690,1055,269,33,12804
MP002697,CMP008,2025-05-22,20206,592,163,16,12442
MP002698,CMP008,2025-05-23,32070,2171,710,277,22570
MP002699,CMP008,2025-05-24,42227,1031,359,36,13189
MP002700,CMP008,2025-05-25,8727,252,40,6,19370
MP002701,CMP008,2025-05-26,16835,625,98,19,16457
MP002702,CMP008,2025-05-27,44479,1889,432,76,24861
MP002703,CMP008,2025-05-28,31071,1601,302,114,7516
MP002704,CMP008,2025-05-29,10005,456,137,26,21217
MP002705,CMP008,2025-05-30,28393,1018,265,64,17023
MP002706,CMP008,2025-05-31,41136,2020,637,125,22263
MP002707,CMP008,2025-06-01,22533,1103,343,103,21496
MP002708,CMP008,2025-06-02,11840,291,65,19,20932
MP002709,CMP008,2025-06-03,23335,626,119,19,22071
MP002710,CMP008,2025-06-04,20108,1026,342,104,11906
MP002711,CMP008,2025-06-05,13044,641,132,15,12703
MP002712,CMP008,2025-06-06,33854,2008,692,185,8743
MP002713,CMP008,2025-06-07,6395,382,61,14,14108
MP002714,CMP008,2025-06-08,43550,2444,519,72,6956
MP002715,CMP008,2025-06-09,23290,1713,452,171,5617
MP002716,CMP008,2025-06-10,30073,1388,435,54,12354
MP002717,CMP008,2025-06-11,18482,1145,218,76,22448
MP002718,CMP008,2025-06-12,8424,506,114,13,22745
MP002719,CMP008,2025-06-13,27793,608,207,58,16017
MP002720,CMP008,2025-06-14,22205,1654,358,131,5896
MP002721,CMP008,2025-06-15,27344,2032,622,173,19009
MP002722,CMP008,2025-06-16,8743,285,77,19,14418
MP002723,CMP008,2025-06-17,40046,2698,838,229,23622
MP002724,CMP008,2025-06-18,39007,1845,359,83,20313
MP002725,CMP008,2025-06-19,20612,682,105,27,13991
MP002726,CMP008,2025-06-20,10605,467,139,31,16060
MP002727,CMP008,2025-06-21,42426,2464,388,116,13987
MP002728,CMP008,2025-06-22,28704,1124,336,65,24922
MP002729,CMP008,2025-06-23,5808,179,45,13,15518
MP002730,CMP008,2025-06-24,22335,812,234,82,5565
MP002731,CMP008,2025-06-25,33829,694,223,26,16754
MP002732,CMP008,2025-06-26,36470,1621,452,59,23991
MP002733,CMP008,2025-06-27,10213,487,151,50,15290
MP002734,CMP008,2025-06-28,9197,634,118,27,14048
MP002735,CMP008,2025-06-29,22009,1453,282,57,10717
MP002736,CMP008,2025-06-30,14627,924,305,36,12624
MP002737,CMP008,2025-07-01,12500,920,147,25,21604
MP002738,CMP008,2025-07-02,33856,1864,441,54,23134
MP002739,CMP008,2025-07-03,19939,522,169,32,13435
MP002740,CMP008,2025-07-04,6056,468,115,45,6465
MP002741,CMP008,2025-07-05,44359,1848,456,72,7538
MP002742,CMP008,2025-07-06,38222,2581,502,180,7537
MP002743,CMP008,2025-07-07,20530,827,207,56,17168
MP002744,CMP008,2025-07-08,49631,2695,477,156,14276
MP002745,CMP008,2025-07-09,14376,312,87,27,16805
MP002746,CMP008,2025-07-10,26953,1374,397,99,14635
MP002747,CMP008,2025-07-11,45757,1042,197,42,6461
MP002748,CMP008,2025-07-12,24062,788,269,29,8481
MP002749,CMP008,2025-07-13,44913,1764,424,130,12040
MP002750,CMP008,2025-07-14,29827,2297,642,72,9917
MP002751,CMP008,2025-07-15,29975,2160,656,85,7533
MP002752,CMP008,2025-07-16,19718,1551,489,195,22964
MP002753,CMP008,2025-07-17,32399,1750,324,99,6685
MP002754,CMP008,2025-07-18,44787,2829,961,362,19451
MP002755,CMP008,2025-07-19,25770,1066,208,57,12996
MP002756,CMP008,2025-07-20,26540,1027,358,133,16860
MP002757,CMP008,2025-07-21,20131,1335,361,131,8781
MP002758,CMP008,2025-07-22,20797,1326,407,86,7611
MP002759,CMP008,2025-07-23,28067,1708,514,70,16871
MP002760,CMP008,2025-07-24,47816,2939,675,181,18724
MP002761,CMP008,2025-07-25,20057,1567,299,97,13026
MP002762,CMP008,2025-07-26,31713,2014,601,230,9526
MP002763,CMP008,2025-07-27,44685,1959,439,130,15284
MP002764,CMP008,2025-07-28,12730,337,102,23,21548
MP002765,CMP008,2025-07-29,14725,883,258,50,10895
MP002766,CMP008,2025-07-30,34757,758,155,22,18717
MP002767,CMP008,2025-07-31,22260,1580,477,72,9141
MP002768,CMP008,2025-08-01,7233,570,140,15,10470
MP002769,CMP008,2025-08-02,9785,330,114,44,17717
MP002770,CMP008,2025-08-03,32679,1378,271,78,23249
MP002771,CMP008,2025-08-04,20822,1016,182,39,16031
MP002772,CMP008,2025-08-05,43763,3368,1136,168,6482
MP002773,CMP008,2025-08-06,9833,559,140,40,19737
MP002774,CMP008,2025-08-07,33553,1263,382,99,9410
MP002775,CMP008,2025-08-08,17022,1081,358,110,21691
MP002776,CMP008,2025-08-09,10491,364,54,16,19861
MP002777,CMP008,2025-08-10,29862,1253,299,51,21668
MP002778,CMP008,2025-08-11,43540,2014,697,93,12610
MP002779,CMP008,2025-08-12,24487,1499,398,45,23485
MP002780,CMP008,2025-08-13,38926,2929,959,313,14347
MP002781,CMP008,2025-08-14,26155,1309,359,131,10846
MP002782,CMP008,2025-08-15,14384,329,75,20,22011
MP002783,CMP008,2025-08-16,23235,1641,561,136,8259
MP002784,CMP008,2025-08-17,27763,1138,212,36,14432
MP002785,CMP008,2025-08-18,22946,1454,442,101,10548
MP002786,CMP008,2025-08-19,23905,1009,306,43,12591
MP002787,CMP008,2025-08-20,48675,2114,389,50,11777
MP002788,CMP008,2025-08-21,41186,2906,607,67,24608
MP002789,CMP008,2025-08-22,7604,608,160,50,11394
MP002790,CMP008,2025-08-23,5436,358,56,16,11656
MP002791,CMP008,2025-08-24,23470,1638,463,159,22068
MP002792,CMP008,2025-08-25,13269,729,184,25,8930
MP002793,CMP008,2025-08-26,34124,2452,619,128,7846
MP002794,CMP008,2025-08-27,13966,564,177,59,8816
MP002795,CMP008,2025-08-28,28181,2208,371,132,12288
MP002796,CMP008,2025-08-29,9872,531,99,25,15988
MP002797,CMP008,2025-08-30,23095,1389,470,65,15315
MP002798,CMP008,2025-08-31,7513,371,67,22,15404
MP002799,CMP008,2025-09-01,17477,421,144,54,5261
MP002800,CMP008,2025-09-02,21116,702,201,75,12215
MP002801,CMP008,2025-09-03,49128,1783,402,100,9962
MP002802,CMP008,2025-09-04,36752,1501,479,119,9318
MP002803,CMP008,2025-09-05,18013,541,147,27,5104
MP002804,CMP008,2025-09-06,33463,806,245,95,11833
MP002805,CMP008,2025-09-07,16672,372,108,26,17461
MP002806,CMP008,2025-09-08,46354,3318,737,236,16426
MP002807,CMP008,2025-09-09,36734,2906,619,137,12598
MP002808,CMP008,2025-09-10,24144,1850,525,177,17851
MP002809,CMP008,2025-09-11,44180,2345,629,185,14680
MP002810,CMP008,2025-09-12,11326,450,81,32,14413
MP002811,CMP008,2025-09-13,32498,1564,400,71,18921
MP002812,CMP008,2025-09-14,12590,431,123,32,8720
MP002813,CMP008,2025-09-15,27778,1982,500,82,20851
MP002814,CMP008,2025-09-16,37058,2428,715,131,5949
MP002815,CMP008,2025-09-17,24066,1029,283,55,18402
MP002816,CMP008,2025-09-18,8984,509,109,30,18475
MP002817,CMP008,2025-09-19,30649,2268,566,164,18063
MP002818,CMP008,2025-09-20,22085,552,116,42,12174
MP002819,CMP008,2025-09-21,27271,1848,300,69,19668
MP002820,CMP008,2025-09-22,31857,1090,309,51,22564
MP002821,CMP008,2025-09-23,18513,595,167,55,15803
MP002822,CMP008,2025-09-24,13468,888,271,29,5691
MP002823,CMP008,2025-09-25,29850,781,202,78,16557
MP002824,CMP008,2025-09-26,41234,1083,329,38,21995
MP002825,CMP008,2025-09-27,18792,1116,304,55,10144
MP002826,CMP008,2025-09-28,40107,2422,803,263,12514
MP002827,CMP008,2025-09-29,24017,810,216,63,18546
MP002828,CMP008,2025-09-30,19130,1514,354,36,6182
MP002829,CMP008,2025-10-01,6312,395,72,23,18039
MP002830,CMP008,2025-10-02,36778,908,176,35,14878
MP002831,CMP008,2025-10-03,6588,248,77,29,13103
MP002832,CMP008,2025-10-04,7213,283,89,11,17381
MP002833,CMP008,2025-10-05,47944,2599,523,121,7782
MP002834,CMP008,2025-10-06,10015,275,73,29,18611
MP002835,CMP008,2025-10-07,6320,133,42,12,24820
MP002836,CMP008,2025-10-08,14951,396,134,38,11366
MP002837,CMP008,2025-10-09,44694,2171,726,154,18931
MP002838,CMP008,2025-10-10,38577,866,206,37,20037
MP002839,CMP008,2025-10-11,18281,569,118,47,20446
MP002840,CMP008,2025-10-12,29679,1189,287,39,12282
MP002841,CMP008,2025-10-13,31629,1780,409,101,14319
MP002842,CMP008,2025-10-14,39944,2873,680,165,5564
MP002843,CMP008,2025-10-15,37573,2363,544,193,8548
MP002844,CMP008,2025-10-16,34639,1609,536,59,18020
MP002845,CMP008,2025-10-17,20211,1319,386,99,23453
MP002846,CMP008,2025-10-18,12140,900,214,63,9711
MP002847,CMP008,2025-10-19,46282,1267,214,42,11805
MP002848,CMP008,2025-10-20,37100,1765,306,48,18211
MP002849,CMP008,2025-10-21,45402,2847,962,215,6931
MP002850,CMP008,2025-10-22,37336,1778,476,126,16071
MP002851,CMP008,2025-10-23,14870,334,91,31,23524
MP002852,CMP008,2025-10-24,44238,2549,828,83,13786
MP002853,CMP008,2025-10-25,18711,1374,461,126,12724
MP002854,CMP008,2025-10-26,26091,1465,466,177,23179
MP002855,CMP008,2025-10-27,10336,313,100,32,7539
MP002856,CMP008,2025-10-28,29620,852,130,23,22037
MP002857,CMP008,2025-10-29,12961,429,89,22,8724
MP002858,CMP008,2025-10-30,7559,604,144,45,10594
MP002859,CMP008,2025-10-31,46036,3068,958,166,22926
MP002860,CMP008,2025-11-01,32403,1465,223,59,8852
MP002861,CMP008,2025-11-02,33539,1272,328,98,15563
MP002862,CMP008,2025-11-03,45311,2428,652,231,10437
MP002863,CMP008,2025-11-04,14274,582,153,58,11699
MP002864,CMP008,2025-11-05,45239,2424,628,216,13232
MP002865,CMP008,2025-11-06,35940,2613,606,144,9434
MP002866,CMP008,2025-11-07,15763,851,248,25,15410
MP002867,CMP008,2025-11-08,32282,1012,189,48,7197
MP002868,CMP008,2025-11-09,5367,266,83,14,11529
MP002869,CMP008,2025-11-10,11150,773,232,65,8103
MP002870,CMP008,2025-11-11,9004,659,138,17,16483
MP002871,CMP008,2025-11-12,46703,3224,714,159,5462
MP002872,CMP008,2025-11-13,17624,914,209,74,24151
MP002873,CMP008,2025-11-14,25037,1252,346,132,18214
MP002874,CMP008,2025-11-15,21695,1582,514,102,7538
MP002875,CMP008,2025-11-16,43839,1500,277,54,14174
MP002876,CMP008,2025-11-17,16686,602,162,22,9151
MP002877,CMP008,2025-11-18,39230,2352,521,199,24404
MP002878,CMP008,2025-11-19,44634,2027,681,225,20512
MP002879,CMP008,2025-11-20,18717,718,107,24,12092
MP002880,CMP008,2025-11-21,10985,848,164,25,10400
MP002881,CMP008,2025-11-22,36160,724,190,23,6710
MP002882,CMP008,2025-11-23,13976,802,232,77,20456
MP002883,CMP008,2025-11-24,26436,1147,300,45,12889
MP002884,CMP008,2025-11-25,41709,2444,559,153,20547
MP002885,CMP008,2025-11-26,28264,1203,394,105,15386
MP002886,CMP008,2025-11-27,39779,1115,321,59,10443
MP002887,CMP008,2025-11-28,46534,2067,674,103,19327
MP002888,CMP008,2025-11-29,41732,2642,897,217,8940
MP002889,CMP008,2025-11-30,41562,2614,748,119,5828
MP002890,CMP008,2025-12-01,28965,1533,406,133,18896
MP002891,CMP008,2025-12-02,19010,771,212,68,10865
MP002892,CMP008,2025-12-03,5699,213,59,16,22236
MP002893,CMP008,2025-12-04,17772,366,93,19,8083
MP002894,CMP008,2025-12-05,29174,1102,293,30,24882
MP002895,CMP008,2025-12-06,22893,525,160,33,20687
MP002896,CMP008,2025-12-07,31102,711,170,34,6875
MP002897,CMP008,2025-12-08,42498,973,328,92,24908
MP002898,CMP008,2025-12-09,46434,2789,920,180,20513
MP002899,CMP008,2025-12-10,47437,3182,583,67,17108
MP002900,CMP008,2025-12-11,6889,450,86,30,10796
MP002901,CMP008,2025-12-12,13627,356,106,17,6836
MP002902,CMP008,2025-12-13,34057,1986,660,81,15296
MP002903,CMP008,2025-12-14,11388,784,188,72,11362
MP002904,CMP008,2025-12-15,47932,3472,537,138,15370
MP002905,CMP008,2025-12-16,16089,1248,337,125,17001
MP002906,CMP008,2025-12-17,38838,834,228,75,7014
MP002907,CMP008,2025-12-18,9256,382,121,21,13737
MP002908,CMP008,2025-12-19,10502,386,113,13,14028
MP002909,CMP008,2025-12-20,44880,1710,514,155,10667
MP002910,CMP008,2025-12-21,46635,945,220,57,23368
MP002911,CMP008,2025-12-22,27982,800,207,49,23617
MP002912,CMP008,2025-12-23,10642,791,236,34,8809
MP002913,CMP008,2025-12-24,10935,404,71,12,15403
MP002914,CMP008,2025-12-25,43741,3440,536,96,5342
MP002915,CMP008,2025-12-26,19255,1152,289,38,13084
MP002916,CMP008,2025-12-27,25170,1897,612,109,9349
MP002917,CMP008,2025-12-28,25348,615,140,32,10832
MP002918,CMP008,2025-12-29,23282,752,256,65,18565
MP002919,CMP008,2025-12-30,19808,781,186,74,11528
MP002920,CMP008,2025-12-31,16607,634,128,40,13668
MP002921,CMP009,2025-01-01,11056,722,198,56,16914
MP002922,CMP009,2025-01-02,27862,2138,648,197,19734
MP002923,CMP009,2025-01-03,46354,1625,261,100,17637
MP002924,CMP009,2025-01-04,15204,854,273,53,19216
MP002925,CMP009,2025-01-05,27735,1877,630,136,11797
MP002926,CMP009,2025-01-06,27425,1980,554,196,13812
MP002927,CMP009,2025-01-07,10947,743,164,32,12151
MP002928,CMP009,2025-01-08,35650,1781,283,42,21942
MP002929,CMP009,2025-01-09,48144,3547,722,193,9581
MP002930,CMP009,2025-01-10,35621,2034,495,193,17383
MP002931,CMP009,2025-01-11,48142,3372,539,135,8427
MP002932,CMP009,2025-01-12,46253,2394,804,310,5258
MP002933,CMP009,2025-01-13,15403,739,231,65,16032
MP002934,CMP009,2025-01-14,47459,1359,298,74,15036
MP002935,CMP009,2025-01-15,15665,791,257,48,5712
MP002936,CMP009,2025-01-16,33770,2332,664,182,24450
MP002937,CMP009,2025-01-17,42746,2635,803,201,12981
MP002938,CMP009,2025-01-18,21552,1195,332,76,20812
MP002939,CMP009,2025-01-19,49469,2632,701,80,12677
MP002940,CMP009,2025-01-20,38224,1205,287,82,13826
MP002941,CMP009,2025-01-21,42846,2497,677,74,10374
MP002942,CMP009,2025-01-22,38567,1452,370,113,22173
MP002943,CMP009,2025-01-23,18006,645,129,33,6762
MP002944,CMP009,2025-01-24,10924,534,181,67,9635
MP002945,CMP009,2025-01-25,27682,1492,425,84,20092
MP002946,CMP009,2025-01-26,5055,176,38,5,14872
MP002947,CMP009,2025-01-27,25154,667,147,29,11662
MP002948,CMP009,2025-01-28,33609,856,190,28,23197
MP002949,CMP009,2025-01-29,29527,600,151,25,16295
MP002950,CMP009,2025-01-30,11547,712,246,74,11962
MP002951,CMP009,2025-01-31,35953,2260,764,194,12954
MP002952,CMP009,2025-02-01,11279,621,109,30,9375
MP002953,CMP009,2025-02-02,31206,2207,498,121,18913
MP002954,CMP009,2025-02-03,44120,2495,647,82,16366
MP002955,CMP009,2025-02-04,37001,850,183,56,10837
MP002956,CMP009,2025-02-05,20411,1163,266,69,21431
MP002957,CMP009,2025-02-06,5104,408,111,15,12539
MP002958,CMP009,2025-02-07,14049,791,166,18,11921
MP002959,CMP009,2025-02-08,24787,1386,254,68,17585
MP002960,CMP009,2025-02-09,47863,1693,470,85,14337
MP002961,CMP009,2025-02-10,25387,1299,440,52,13553
MP002962,CMP009,2025-02-11,32638,1019,193,44,21952
MP002963,CMP009,2025-02-12,11975,715,128,34,8322
MP002964,CMP009,2025-02-13,47983,2615,404,60,15453
MP002965,CMP009,2025-02-14,13437,856,257,74,19899
MP002966,CMP009,2025-02-15,5759,363,105,37,6786
MP002967,CMP009,2025-02-16,24854,1367,337,127,8799
MP002968,CMP009,2025-02-17,44559,2735,924,282,20517
MP002969,CMP009,2025-02-18,26958,1634,431,71,10860
MP002970,CMP009,2025-02-19,32791,1743,457,65,9927
MP002971,CMP009,2025-02-20,5455,281,87,26,13448
MP002972,CMP009,2025-02-21,17950,1413,443,155,6590
MP002973,CMP009,2025-02-22,35458,1862,299,44,21043
MP002974,CMP009,2025-02-23,35162,2206,355,111,17101
MP002975,CMP009,2025-02-24,21536,1301,367,122,14704
MP002976,CMP009,2025-02-25,6542,407,95,14,14608
MP002977,CMP009,2025-02-26,28388,1421,221,79,15637
MP002978,CMP009,2025-02-27,24508,1792,286,104,8659
MP002979,CMP009,2025-02-28,28412,2066,327,100,17983
MP002980,CMP009,2025-03-01,21294,783,138,47,8098
MP002981,CMP009,2025-03-02,13261,1009,188,58,21169
MP002982,CMP009,2025-03-03,33252,2493,513,139,20008
MP002983,CMP009,2025-03-04,45451,1908,661,200,23647
MP002984,CMP009,2025-03-05,35042,866,148,34,17215
MP002985,CMP009,2025-03-06,7509,225,71,27,8313
MP002986,CMP009,2025-03-07,30029,1649,287,71,14895
MP002987,CMP009,2025-03-08,32690,1473,231,46,13416
MP002988,CMP009,2025-03-09,47788,1279,412,164,8815
MP002989,CMP009,2025-03-10,17559,885,209,51,6600
MP002990,CMP009,2025-03-11,29525,1764,506,105,19317
MP002991,CMP009,2025-03-12,23008,840,196,51,6498
MP002992,CMP009,2025-03-13,44624,2524,843,130,14336
MP002993,CMP009,2025-03-14,22870,467,122,25,5613
MP002994,CMP009,2025-03-15,32153,1988,364,71,13750
MP002995,CMP009,2025-03-16,35306,2009,350,63,12367
MP002996,CMP009,2025-03-17,6184,486,113,25,7088
MP002997,CMP009,2025-03-18,45067,2079,683,250,24966
MP002998,CMP009,2025-03-19,35188,2426,688,220,15772
MP002999,CMP009,2025-03-20,40484,2402,603,202,5411
MP003000,CMP009,2025-03-21,27475,1246,267,70,19561
MP003001,CMP009,2025-03-22,14946,771,242,50,22440
MP003002,CMP009,2025-03-23,16141,1011,250,57,18203
MP003003,CMP009,2025-03-24,7114,480,145,19,20942
MP003004,CMP009,2025-03-25,41787,2249,379,63,22353
MP003005,CMP009,2025-03-26,29195,1205,254,65,19794
MP003006,CMP009,2025-03-27,49204,2898,464,85,24167
MP003007,CMP009,2025-03-28,15927,957,233,78,18611
MP003008,CMP009,2025-03-29,6534,514,113,42,12691
MP003009,CMP009,2025-03-30,29594,1691,320,80,24894
MP003010,CMP009,2025-03-31,13093,360,104,23,11924
MP003011,CMP009,2025-04-01,12250,829,198,30,10213
MP003012,CMP009,2025-04-02,31287,1751,471,137,12135
MP003013,CMP009,2025-04-03,32405,2492,679,138,15466
MP003014,CMP009,2025-04-04,28801,1866,333,118,15412
MP003015,CMP009,2025-04-05,37919,2951,987,298,12376
MP003016,CMP009,2025-04-06,31474,1642,483,121,19727
MP003017,CMP009,2025-04-07,15287,1199,224,73,14450
MP003018,CMP009,2025-04-08,5218,376,98,33,20205
MP003019,CMP009,2025-04-09,48004,1665,299,78,24010
MP003020,CMP009,2025-04-10,47801,2668,828,187,11189
MP003021,CMP009,2025-04-11,46708,1052,315,59,9540
MP003022,CMP009,2025-04-12,44957,3438,1030,144,24646
MP003023,CMP009,2025-04-13,42393,2521,862,97,15650
MP003024,CMP009,2025-04-14,44964,1922,373,109,20463
MP003025,CMP009,2025-04-15,49850,1369,394,41,24704
MP003026,CMP009,2025-04-16,47868,2551,664,196,11325
MP003027,CMP009,2025-04-17,15576,779,210,51,10741
MP003028,CMP009,2025-04-18,35944,1536,395,55,14600
MP003029,CMP009,2025-04-19,9247,215,45,13,20111
MP003030,CMP009,2025-04-20,35093,1704,563,169,12926
MP003031,CMP009,2025-04-21,16591,1327,435,171,8642
MP003032,CMP009,2025-04-22,44584,2247,783,313,10218
MP003033,CMP009,2025-04-23,21047,1366,239,23,6059
MP003034,CMP009,2025-04-24,49697,3765,980,364,20407
MP003035,CMP009,2025-04-25,30252,749,218,54,22607
MP003036,CMP009,2025-04-26,12928,990,346,111,22503
MP003037,CMP009,2025-04-27,6554,355,114,14,14599
MP003038,CMP009,2025-04-28,31109,2318,768,261,6307
MP003039,CMP009,2025-04-29,28814,1394,470,159,19043
MP003040,CMP009,2025-04-30,13130,368,73,15,23999
MP003041,CMP009,2025-05-01,12325,985,190,42,18529
MP003042,CMP009,2025-05-02,48026,2351,424,104,20813
MP003043,CMP009,2025-05-03,18768,916,161,37,7427
MP003044,CMP009,2025-05-04,35031,2713,656,258,13519
MP003045,CMP009,2025-05-05,27442,1152,348,90,15835
MP003046,CMP009,2025-05-06,34515,1746,551,125,24478
MP003047,CMP009,2025-05-07,7342,535,97,13,22097
MP003048,CMP009,2025-05-08,23902,531,107,33,23466
MP003049,CMP009,2025-05-09,28771,2036,454,123,10187
MP003050,CMP009,2025-05-10,42200,2092,556,167,14662
MP003051,CMP009,2025-05-11,15121,1063,365,124,9212
MP003052,CMP009,2025-05-12,14602,914,211,70,13431
MP003053,CMP009,2025-05-13,46730,1867,294,56,24111
MP003054,CMP009,2025-05-14,24854,800,269,27,13500
MP003055,CMP009,2025-05-15,28865,2053,567,188,18298
MP003056,CMP009,2025-05-16,36258,1422,389,120,10107
MP003057,CMP009,2025-05-17,43478,2921,759,208,17267
MP003058,CMP009,2025-05-18,29771,2367,603,225,10541
MP003059,CMP009,2025-05-19,39421,2762,593,182,17447
MP003060,CMP009,2025-05-20,5932,460,77,17,12367
MP003061,CMP009,2025-05-21,25270,927,196,28,14119
MP003062,CMP009,2025-05-22,44887,1386,307,75,21344
MP003063,CMP009,2025-05-23,35102,751,246,53,11636
MP003064,CMP009,2025-05-24,28826,1936,306,81,8238
MP003065,CMP009,2025-05-25,26595,1570,269,60,23130
MP003066,CMP009,2025-05-26,40045,3002,531,67,19635
MP003067,CMP009,2025-05-27,42139,2983,700,132,13390
MP003068,CMP009,2025-05-28,16972,1045,322,63,12482
MP003069,CMP009,2025-05-29,34888,1423,233,57,23087
MP003070,CMP009,2025-05-30,23184,650,145,18,9343
MP003071,CMP009,2025-05-31,39246,2024,334,59,12457
MP003072,CMP009,2025-06-01,20986,1618,539,175,20213
MP003073,CMP009,2025-06-02,11440,777,129,32,7393
MP003074,CMP009,2025-06-03,17872,1336,259,81,7732
MP003075,CMP009,2025-06-04,36197,1531,280,97,24312
MP003076,CMP009,2025-06-05,19089,1378,359,107,5314
MP003077,CMP009,2025-06-06,43123,2622,507,163,11383
MP003078,CMP009,2025-06-07,43596,3471,1149,347,5016
MP003079,CMP009,2025-06-08,21498,1262,342,68,21141
MP003080,CMP009,2025-06-09,46361,1650,415,105,20836
MP003081,CMP009,2025-06-10,38698,1935,620,138,13657
MP003082,CMP009,2025-06-11,39877,1816,446,114,23391
MP003083,CMP009,2025-06-12,37968,2023,623,174,8652
MP003084,CMP009,2025-06-13,16939,837,126,32,21696
MP003085,CMP009,2025-06-14,35835,2746,578,102,7148
MP003086,CMP009,2025-06-15,33312,2044,461,70,19522
MP003087,CMP009,2025-06-16,27441,1854,629,199,10985
MP003088,CMP009,2025-06-17,17687,575,183,32,11986
MP003089,CMP009,2025-06-18,25132,1529,385,78,22380
MP003090,CMP009,2025-06-19,35924,1139,345,72,24972
MP003091,CMP009,2025-06-20,18781,691,185,28,11288
MP003092,CMP009,2025-06-21,30967,2228,421,151,10175
MP003093,CMP009,2025-06-22,44985,1542,397,105,20524
MP003094,CMP009,2025-06-23,47827,3394,935,230,12494
MP003095,CMP009,2025-06-24,22226,1410,366,83,9750
MP003096,CMP009,2025-06-25,25069,1184,363,81,15333
MP003097,CMP009,2025-06-26,34472,1950,509,194,17895
MP003098,CMP009,2025-06-27,32336,657,201,23,18395
MP003099,CMP009,2025-06-28,28174,1885,353,93,13985
MP003100,CMP009,2025-06-29,6276,485,97,15,13386
MP003101,CMP009,2025-06-30,24319,1250,193,39,19008
MP003102,CMP009,2025-07-01,30061,1268,332,104,11535
MP003103,CMP009,2025-07-02,19088,1411,436,113,8500
MP003104,CMP009,2025-07-03,9877,445,86,18,20718
MP003105,CMP009,2025-07-04,43858,2801,467,145,20959
MP003106,CMP009,2025-07-05,21373,1000,305,105,17288
MP003107,CMP009,2025-07-06,8887,280,45,14,16229
MP003108,CMP009,2025-07-07,23090,1562,423,154,14313
MP003109,CMP009,2025-07-08,12276,728,143,18,15634
MP003110,CMP009,2025-07-09,32117,2330,426,80,24326
MP003111,CMP009,2025-07-10,24585,1666,351,106,7883
MP003112,CMP009,2025-07-11,33721,1176,259,98,22910
MP003113,CMP009,2025-07-12,48299,2032,589,193,14549
MP003114,CMP009,2025-07-13,6432,199,33,8,16836
MP003115,CMP009,2025-07-14,34218,1563,328,73,20346
MP003116,CMP009,2025-07-15,19921,1341,386,80,11520
MP003117,CMP009,2025-07-16,49411,3871,845,149,24779
MP003118,CMP009,2025-07-17,6516,201,37,13,18460
MP003119,CMP009,2025-07-18,33005,1471,469,58,22314
MP003120,CMP009,2025-07-19,8950,703,200,21,23537
MP003121,CMP009,2025-07-20,33652,738,239,64,22655
MP003122,CMP009,2025-07-21,37244,1901,579,142,7199
MP003123,CMP009,2025-07-22,9951,777,139,48,8680
MP003124,CMP009,2025-07-23,39849,1444,478,69,23806
MP003125,CMP009,2025-07-24,35700,1495,261,81,14072
MP003126,CMP009,2025-07-25,35521,2558,538,137,7392
MP003127,CMP009,2025-07-26,16906,1001,297,72,19878
MP003128,CMP009,2025-07-27,39584,2562,405,91,23833
MP003129,CMP009,2025-07-28,24255,498,153,39,5618
MP003130,CMP009,2025-07-29,5559,226,53,18,9931
MP003131,CMP009,2025-07-30,21964,895,283,69,22444
MP003132,CMP009,2025-07-31,34999,1519,521,142,23902
MP003133,CMP009,2025-08-01,15001,493,171,26,11754
MP003134,CMP009,2025-08-02,25216,875,156,16,22479
MP003135,CMP009,2025-08-03,44447,1049,356,51,22697
MP003136,CMP009,2025-08-04,27840,697,187,73,15332
MP003137,CMP009,2025-08-05,20080,828,175,36,10350
MP003138,CMP009,2025-08-06,32805,1211,240,51,16643
MP003139,CMP009,2025-08-07,6788,205,58,8,17291
MP003140,CMP009,2025-08-08,6666,360,80,20,6612
MP003141,CMP009,2025-08-09,34282,2481,576,107,11738
MP003142,CMP009,2025-08-10,29936,1806,333,44,10737
MP003143,CMP009,2025-08-11,38207,2879,555,96,11869
MP003144,CMP009,2025-08-12,12887,757,204,67,15383
MP003145,CMP009,2025-08-13,32205,1035,208,31,21610
MP003146,CMP009,2025-08-14,28583,1549,362,101,8669
MP003147,CMP009,2025-08-15,34946,764,115,35,18763
MP003148,CMP009,2025-08-16,31234,2380,408,85,16809
MP003149,CMP009,2025-08-17,25314,639,206,80,14853
MP003150,CMP009,2025-08-18,20031,572,168,57,17769
MP003151,CMP009,2025-08-19,35891,781,187,64,15592
MP003152,CMP009,2025-08-20,7973,231,49,9,23500
MP003153,CMP009,2025-08-21,5607,177,59,9,9594
MP003154,CMP009,2025-08-22,35789,874,146,52,11875
MP003155,CMP009,2025-08-23,48316,2166,514,157,10160
MP003156,CMP009,2025-08-24,32475,1002,194,52,9960
MP003157,CMP009,2025-08-25,48821,1719,443,72,10320
